SA1_7DIG16,SA1_MAIN16,SA1_pop,SA1_irsdscore
1142702,12203142702,450,1132
1142703,12203142703,259,1119
1142704,12203142704,256,1139
1142705,12203142705,246,961
1142706,12203142706,242,1101
1142707,12203142707,290,1061
1142708,12203142708,358,1119
1142709,12203142709,581,1105
1142710,12203142710,266,1104
1142711,12203142711,384,1124
1142712,12203142712,379,1015
1142713,12203142713,362,1134
1142714,12203142714,402,1113
1142715,12203142715,278,1089
1142716,12203142716,310,1070
1142717,12203142717,340,1044
1142718,12203142718,492,1114
1142719,12203142719,373,1117
1142720,12203142720,362,1105
1142721,12203142721,440,1116
1142723,12203142723,227,1052
1142726,12203142726,395,1126
1142727,12203142727,319,1100
1142728,12203142728,368,1127
1142729,12203142729,410,1140
1142732,12203142732,295,1127
1142733,12203142733,277,1103
1142734,12203142734,315,1093
1142735,12203142735,450,1023
1142736,12203142736,407,1049
1142737,12203142737,382,1093
1142738,12203142738,344,1066
1142739,12203142739,446,1133
1142740,12203142740,262,1137
1142741,12203142741,448,1138
1142801,12203142801,336,1118
1142802,12203142802,558,1097
1142803,12203142803,650,1114
1142804,12203142804,575,1111
1142805,12203142805,444,1138
1142806,12203142806,565,1090
1142807,12203142807,460,1133
1142808,12203142808,296,1111
1142809,12203142809,356,1116
1142810,12203142810,251,1121
1142811,12203142811,287,1124
1142812,12203142812,444,1098
1142813,12203142813,356,1112
1142814,12203142814,477,1122
1142815,12203142815,308,1124
1142816,12203142816,356,1117
1142817,12203142817,557,1101
1142818,12203142818,485,1126
1142819,12203142819,477,1119
1142820,12203142820,386,1021
1142821,12203142821,603,1119
1142822,12203142822,229,1096
1142823,12203142823,334,1128
1142824,12203142824,370,1136
1142826,12203142826,296,1119
1142827,12203142827,274,1131
1142828,12203142828,449,1110
1142829,12203142829,343,1101
1142830,12203142830,424,1114
1142831,12203142831,503,1088
1142832,12203142832,563,1104
1142833,12203142833,433,1112
1142834,12203142834,443,1103
1142835,12203142835,525,1116
1142836,12203142836,449,1116
1142837,12203142837,275,1130
1142839,12203142839,272,1113
1142840,12203142840,365,1137
1142841,12203142841,489,1005
1142842,12203142842,533,1121
1142843,12203142843,381,1127
1142844,12203142844,391,1140
1142845,12203142845,442,1129
1142846,12203142846,478,1018
1142847,12203142847,552,1118
1142848,12203142848,540,1121
1142849,12203142849,361,1096
1142850,12203142850,307,1132
1142851,12203142851,472,1096
1142852,12203142852,345,1129
1142853,12203142853,278,1132
1142854,12203142854,272,1128
1142855,12203142855,468,1116
1142856,12203142856,362,1122
1142857,12203142857,529,1110
1142858,12203142858,282,1132
1142859,12203142859,287,1126
1142860,12203142860,360,1113
1142862,12203142862,362,1113
1142863,12203142863,337,1094
1142864,12203142864,586,1145
1142901,12203142901,461,1148
1142902,12203142902,460,1110
1142903,12203142903,375,1134
1142904,12203142904,423,1146
1142905,12203142905,496,1121
1142906,12203142906,553,1125
1142907,12203142907,274,1081
1142908,12203142908,621,1119
1142909,12203142909,581,1108
1142910,12203142910,218,1075
1142911,12203142911,277,1113
1142912,12203142912,314,1135
1142913,12203142913,373,1063
1142914,12203142914,687,1123
1142915,12203142915,220,1115
1142916,12203142916,345,1097
1142917,12203142917,640,1098
1142919,12203142919,103,1082
1142920,12203142920,239,849
1142921,12203142921,397,1133
1142922,12203142922,364,1110
1142923,12203142923,417,1114
1142924,12203142924,249,1113
1142925,12203142925,272,1084
1142926,12203142926,322,1127
1142927,12203142927,435,1074
1142928,12203142928,304,1097
1142929,12203142929,806,1062
1142930,12203142930,49,956
1142931,12203142931,473,1089
1142932,12203142932,592,1124
1142933,12203142933,894,1059
1142934,12203142934,244,1100
1142936,12203142936,334,1118
1142937,12203142937,472,1068
1142938,12203142938,385,1048
1142939,12203142939,253,1095
1142940,12203142940,569,1111
1142941,12203142941,494,1071
1142942,12203142942,297,1091
1142943,12203142943,458,1116
1142944,12203142944,462,1092
1142945,12203142945,330,1110
1142946,12203142946,499,1112
1142947,12203142947,492,1096
1142948,12203142948,791,1110
1142949,12203142949,239,1135
1142950,12203142950,302,1123
1142951,12203142951,1134,1063
1143001,12203143001,388,1037
1143002,12203143002,499,1112
1143003,12203143003,431,1127
1143004,12203143004,537,1088
1143005,12203143005,448,1110
1143006,12203143006,640,1161
1143007,12203143007,200,1139
1143008,12203143008,515,725
1143009,12203143009,535,1115
1143010,12203143010,444,1107
1143011,12203143011,482,1131
1143013,12203143013,314,1115
1143014,12203143014,353,1132
1143015,12203143015,684,1058
1143016,12203143016,724,1066
1143017,12203143017,492,1054
1143018,12203143018,381,1050
1143019,12203143019,418,1037
1143020,12203143020,286,1101
1143021,12203143021,340,1121
1143022,12203143022,608,1121
1143023,12203143023,341,1133
1143024,12203143024,648,1087
1143025,12203143025,564,1017
1143026,12203143026,345,1075
1143027,12203143027,370,1111
1143028,12203143028,466,1099
1143029,12203143029,638,1064
1143030,12203143030,530,1119
1143031,12203143031,322,1137
1143032,12203143032,370,1127
1143033,12203143033,463,1126
1143034,12203143034,431,1099
1143035,12203143035,348,1006
1143036,12203143036,565,1130
1143037,12203143037,344,1135
1143038,12203143038,376,1128
1143101,12203143101,508,1101
1143102,12203143102,460,1099
1143103,12203143103,290,1055
1143104,12203143104,565,991
1143105,12203143105,391,1076
1143106,12203143106,519,1127
1143107,12203143107,342,1098
1143108,12203143108,468,1074
1143109,12203143109,204,1070
1143110,12203143110,424,1090
1143111,12203143111,449,1101
1143112,12203143112,1259,868
1143113,12203143113,268,1134
1143114,12203143114,305,1109
1143116,12203143116,305,1122
1143117,12203143117,569,1093
1143118,12203143118,595,1106
1143119,12203143119,436,1056
1143120,12203143120,740,1067
1143121,12203143121,205,1077
1143123,12203143123,462,1060
1143124,12203143124,525,1085
1143125,12203143125,453,1117
1143126,12203143126,483,1094
1143127,12203143127,494,1135
1143128,12203143128,424,1107
1143129,12203143129,507,1105
1143130,12203143130,396,1120
1143131,12203143131,462,1116
1143132,12203143132,262,1109
1143133,12203143133,398,1126
1143134,12203143134,311,1074
1143135,12203143135,322,1109
1143136,12203143136,534,1088
1143137,12203143137,539,1119
1143139,12203143139,366,1101
1143140,12203143140,398,1095
1143141,12203143141,426,1100
1143142,12203143142,423,1094
1143143,12203143143,396,1157
1143144,12203143144,476,1097
1143145,12203143145,368,974
1143146,12203143146,471,1117
1143147,12203143147,498,1117
1143148,12203143148,630,1116
1143149,12203143149,277,1126
1143150,12203143150,444,1078
1143151,12203143151,537,1099
1143152,12203143152,480,1107
1143153,12203143153,382,1074
1143154,12203143154,255,1071
1143155,12203143155,224,1121
1143156,12203143156,338,1104
1143157,12203143157,296,1000
1143158,12203143158,378,1080
1143159,12203143159,444,1075
1143160,12203143160,382,1080
1143201,12203143201,302,1080
1143202,12203143202,398,1101
1143203,12203143203,154,1125
1143204,12203143204,447,1121
1143206,12203143206,98,1124
1143208,12203143208,257,1109
1143209,12203143209,219,1115
1143210,12203143210,329,1106
1143211,12203143211,274,1059
1143212,12203143212,570,1128
1143213,12203143213,256,1114
1143214,12203143214,339,1095
1143301,12301143301,308,1074
1143302,12301143302,665,807
1143303,12301143303,735,1115
1143304,12301143304,206,949
1143305,12301143305,540,1101
1143306,12301143306,1075,1108
1143307,12301143307,552,1091
1143308,12301143308,512,1049
1143309,12301143309,496,838
1143310,12301143310,515,973
1143311,12301143311,321,1047
1143312,12301143312,336,1073
1143313,12301143313,354,1072
1143314,12301143314,470,977
1143315,12301143315,204,1070
1143316,12301143316,609,1134
1143317,12301143317,517,1132
1143318,12301143318,415,1119
1143319,12301143319,420,1073
1143320,12301143320,521,1042
1143321,12301143321,419,1041
1143322,12301143322,515,1037
1143323,12301143323,485,1044
1143324,12301143324,461,1085
1143325,12301143325,309,990
1143326,12301143326,462,1043
1143327,12301143327,524,1102
1143401,12301143401,354,1089
1143402,12301143402,318,1032
1143403,12301143403,444,1072
1143404,12301143404,367,1079
1143405,12301143405,537,1062
1143406,12301143406,449,1084
1143407,12301143407,326,1097
1143408,12301143408,475,1107
1143409,12301143409,487,1087
1143410,12301143410,714,1071
1143411,12301143411,437,1070
1143412,12301143412,412,1026
1143413,12301143413,520,1078
1143414,12301143414,641,1071
1143415,12301143415,419,918
1143416,12301143416,316,1071
1143417,12301143417,286,1057
1143418,12301143418,546,1059
1143419,12301143419,252,1044
1143420,12301143420,320,1041
1143421,12301143421,849,1047
1143424,12301143424,297,1058
1143425,12301143425,211,1080
1143426,12301143426,235,1009
1143428,12301143428,2707,1126
1143429,12301143429,477,1122
1143430,12301143430,327,919
1143431,12301143431,266,956
1143432,12301143432,200,1043
1143433,12301143433,315,877
1143434,12301143434,464,1018
1143435,12301143435,676,1044
1143436,12301143436,542,972
1143437,12301143437,233,997
1143438,12301143438,490,1040
1143440,12301143440,250,1063
1143441,12301143441,70,1071
1143442,12301143442,243,1090
1143443,12301143443,221,1115
1143444,12301143444,385,1048
1143446,12301143446,480,1065
1143447,12301143447,814,1082
1143448,12301143448,640,1110
1143449,12301143449,938,1064
1143501,12301143501,431,981
1143502,12301143502,314,1081
1143503,12301143503,327,1065
1143504,12301143504,346,1048
1143505,12301143505,394,1086
1143506,12301143506,484,1082
1143507,12301143507,522,1085
1143508,12301143508,499,962
1143510,12301143510,321,1043
1143511,12301143511,64,994
1143512,12301143512,283,1055
1143513,12301143513,303,1056
1143515,12301143515,310,976
1143516,12301143516,396,1088
1143517,12301143517,324,1056
1143518,12301143518,581,1107
1143519,12301143519,399,1063
1143520,12301143520,465,1051
1143521,12301143521,356,1107
1143522,12301143522,552,1024
1143523,12301143523,483,1086
1143524,12301143524,292,1069
1143525,12301143525,549,1039
1143527,12301143527,448,1062
1143528,12301143528,416,1005
1143529,12301143529,506,1047
1143530,12301143530,469,964
1143531,12301143531,497,968
1143532,12301143532,237,1051
1143533,12301143533,269,1040
1143534,12301143534,560,1016
1143535,12301143535,521,1051
1143536,12301143536,418,1055
1143537,12301143537,394,1069
1143538,12301143538,450,1062
1143539,12301143539,342,1094
1143540,12301143540,315,1047
1143541,12301143541,505,1059
1143542,12301143542,453,1068
1143544,12301143544,359,992
1143545,12301143545,494,1007
1143546,12301143546,535,1036
1143547,12301143547,495,1023
1143548,12301143548,317,1040
1143549,12301143549,263,1097
1143550,12301143550,543,1079
1143551,12301143551,567,1064
1143552,12301143552,538,1071
1143553,12301143553,330,1045
1143555,12301143555,176,1103
1143557,12301143557,229,988
1143559,12301143559,1083,1069
1143560,12301143560,417,1065
1143561,12301143561,629,1104
1143563,12301143563,427,1079
1143564,12301143564,327,1052
1143565,12301143565,515,1070
1143566,12301143566,979,1059
1143567,12301143567,518,1080
1143568,12301143568,330,1078
1143569,12301143569,917,1091
1143570,12301143570,400,1103
1143571,12301143571,34,1126
1143573,12301143573,308,1054
1143574,12301143574,422,1023
1143575,12301143575,308,1052
1143576,12301143576,323,1028
1143601,12302143601,456,501
1143603,12302143603,477,562
1143604,12302143604,387,902
1143605,12302143605,370,446
1143606,12302143606,531,616
1143607,12302143607,861,1064
1143608,12302143608,457,1012
1143609,12302143609,520,1004
1143610,12302143610,276,976
1143611,12302143611,617,972
1143612,12302143612,416,968
1143613,12302143613,452,972
1143614,12302143614,395,976
1143615,12302143615,615,970
1143616,12302143616,540,918
1143617,12302143617,528,920
1143618,12302143618,318,977
1143619,12302143619,509,1020
1143620,12302143620,475,628
1143621,12302143621,246,675
1143622,12302143622,218,615
1143623,12302143623,252,1051
1143624,12302143624,379,1021
1143625,12302143625,385,976
1143626,12302143626,257,933
1143627,12302143627,442,973
1143628,12302143628,362,829
1143630,12302143630,448,958
1143631,12302143631,413,1004
1143632,12302143632,294,917
1143633,12302143633,402,947
1143634,12302143634,506,988
1143635,12302143635,548,977
1143636,12302143636,303,920
1143637,12302143637,453,1037
1143638,12302143638,252,573
1143639,12302143639,387,570
1143640,12302143640,644,1009
1143641,12302143641,600,976
1143642,12302143642,209,1057
1143643,12302143643,478,931
1143644,12302143644,294,1012
1143645,12302143645,375,994
1143646,12302143646,606,963
1143701,12302143701,342,945
1143702,12302143702,216,953
1143703,12302143703,436,944
1143706,12302143706,438,988
1143707,12302143707,351,991
1143708,12302143708,287,972
1143710,12302143710,503,925
1143711,12302143711,287,924
1143712,12302143712,303,916
1143713,12302143713,646,964
1143714,12302143714,549,957
1143715,12302143715,473,825
1143716,12302143716,462,847
1143717,12302143717,464,817
1143718,12302143718,388,830
1143719,12302143719,260,960
1143720,12302143720,500,935
1143721,12302143721,560,1044
1143724,12302143724,629,881
1143725,12302143725,332,867
1143726,12302143726,555,807
1143727,12302143727,309,944
1143728,12302143728,726,918
1143729,12302143729,448,972
1143730,12302143730,520,1052
1143731,12302143731,421,1029
1143732,12302143732,485,1043
1143733,12302143733,460,1050
1143735,12302143735,476,1052
1143736,12302143736,1298,987
1143737,12302143737,360,1014
1143738,12302143738,388,998
1143739,12302143739,633,1028
1143740,12302143740,380,959
1143742,12302143742,661,1044
1143743,12302143743,451,1045
1143744,12302143744,419,883
1143745,12302143745,600,1066
1143801,12302143801,207,1026
1143802,12302143802,299,1006
1143803,12302143803,331,984
1143804,12302143804,390,1013
1143805,12302143805,466,1006
1143806,12302143806,440,971
1143807,12302143807,397,992
1143808,12302143808,254,1011
1143809,12302143809,486,1019
1143810,12302143810,415,1006
1143811,12302143811,433,1045
1143812,12302143812,463,1010
1143813,12302143813,442,961
1143814,12302143814,505,957
1143815,12302143815,318,954
1143816,12302143816,591,993
1143817,12302143817,497,971
1143818,12302143818,380,1021
1143819,12302143819,323,890
1143820,12302143820,403,938
1143821,12302143821,404,1026
1143822,12302143822,219,1029
1143823,12302143823,204,1068
1143824,12302143824,402,1015
1143825,12302143825,414,994
1143826,12302143826,391,1025
1143827,12302143827,590,930
1143828,12302143828,395,949
1143829,12302143829,113,1035
1143830,12302143830,414,967
1143831,12302143831,337,1057
1143833,12302143833,321,997
1143834,12302143834,618,930
1143835,12302143835,335,570
1143836,12302143836,408,1052
1143837,12302143837,462,1043
